"id";"secid";"open";"close";"high";"low";"value";"volume";"dt";"dt_end"
4776;"VTBR";175.5;174.15;177.15;173.35;1055293149.05;30088980000;2020-05-19 00:00:00.000;2020-05-19 23:59:59.000
4777;"VTBR";173.975;176.04999999999998;176.175;173.15;976931713.45;27893940000;2020-05-20 00:00:00.000;2020-05-20 23:59:59.000
4778;"VTBR";176.3;174.79999999999998;177.1;173.925;1199523908.15;34193070000;2020-05-21 00:00:00.000;2020-05-21 23:59:59.000
4779;"VTBR";173.5;173.35;174.4;172.64999999999998;736947771.95;21239030000;2020-05-22 00:00:00.000;2020-05-22 23:59:59.000
4780;"VTBR";174.025;175.025;175.45000000000002;174.025;417466069.55;11943430000;2020-05-25 00:00:00.000;2020-05-25 23:59:59.000
4781;"VTBR";175.9;175.5;177.85;175.3;1015103200.7;28693510000;2020-05-26 00:00:00.000;2020-05-26 23:59:59.000
4782;"VTBR";175.45000000000002;176.95;178.25;175.25;1287902295.2;36437990000;2020-05-27 00:00:00.000;2020-05-27 23:59:59.000
4783;"VTBR";177.975;179.85000000000002;180.3;177.04999999999998;1434052660.75;40127180000;2020-05-28 00:00:00.000;2020-05-28 23:59:59.000
4784;"VTBR";179.5;181.55;181.55;176.5;1471491886.1;41176300000;2020-05-29 00:00:00.000;2020-05-29 23:59:59.000
4785;"VTBR";182.1;183.2;183.65;181.35;1404515718.8;38481470000;2020-06-01 00:00:00.000;2020-06-01 23:59:59.000
4786;"VTBR";183.70000000000002;185.875;185.875;183.25;1700680971.8;46046810000;2020-06-02 00:00:00.000;2020-06-02 23:59:59.000
4787;"VTBR";186.3;189.9;189.9;186.25;1730421692.35;45953780000;2020-06-03 00:00:00.000;2020-06-03 23:59:59.000
4788;"VTBR";189.35;185.75;189.50000000000003;184.0;1788951383.65;48038880000;2020-06-04 00:00:00.000;2020-06-04 23:59:59.000
4789;"VTBR";186.55;187.97500000000002;188.375;185.95000000000002;1178618729.5;31463070000;2020-06-05 00:00:00.000;2020-06-05 23:59:59.000
4790;"VTBR";188.75;188.475;189.725;187.0;1395256551.2;36997900000;2020-06-08 00:00:00.000;2020-06-08 23:59:59.000
4791;"VTBR";189.0;188.5;189.175;185.825;1043110675.85;27801740000;2020-06-09 00:00:00.000;2020-06-09 23:59:59.000
4792;"VTBR";188.85;187.9;189.07500000000002;186.82500000000002;855350224.7;22764120000;2020-06-10 00:00:00.000;2020-06-10 23:59:59.000
4793;"VTBR";186.35;183.725;186.4;182.2;1356638526.15;36959020000;2020-06-11 00:00:00.000;2020-06-11 23:59:59.000
4794;"VTBR";180.75;184.22500000000002;185.25;179.15;1052669030.45;28893720000;2020-06-15 00:00:00.000;2020-06-15 23:59:59.000
4795;"VTBR";185.99999999999997;184.4;187.14999999999998;184.0;959110152.65;25790530000;2020-06-16 00:00:00.000;2020-06-16 23:59:59.000
4796;"VTBR";184.6;182.5;185.79999999999998;182.25000000000003;914193318.9;24866380000;2020-06-17 00:00:00.000;2020-06-17 23:59:59.000
4797;"VTBR";182.14999999999998;179.5;182.475;179.15;1180310959;32679350000;2020-06-18 00:00:00.000;2020-06-18 23:59:59.000
4798;"VTBR";180.6;176.275;181.75;176.275;1922444938;53976150000;2020-06-19 00:00:00.000;2020-06-19 23:59:59.000
4799;"VTBR";177.0;177.825;178.74999999999997;176.14999999999998;1299660296.85;36664210000;2020-06-22 00:00:00.000;2020-06-22 23:59:59.000
4800;"VTBR";177.725;177.70000000000002;179.4;177.15;732281368.3;20512740000;2020-06-23 00:00:00.000;2020-06-23 23:59:59.000
4801;"VTBR";175.52499999999998;178.0;178.0;174.875;929924700.5;26359740000;2020-06-25 00:00:00.000;2020-06-25 23:59:59.000
4802;"VTBR";177.9;175.75;178.5;175.20000000000002;686078886.95;19433400000;2020-06-26 00:00:00.000;2020-06-26 23:59:59.000
4803;"VTBR";175.875;177.425;177.55;174.225;682569632.6;19417280000;2020-06-29 00:00:00.000;2020-06-29 23:59:59.000
4804;"VTBR";177.1;175.25;177.75;174.6;754505239.25;21458800000;2020-06-30 00:00:00.000;2020-06-30 23:59:59.000
4805;"VTBR";175.65;177.04999999999998;177.9;175.65;765163418.9;21612520000;2020-07-02 00:00:00.000;2020-07-02 23:59:59.000
4806;"VTBR";177.575;178.35;178.475;176.9;603510182.05;16978650000;2020-07-03 00:00:00.000;2020-07-03 23:59:59.000
4807;"VTBR";179.875;180.4;180.79999999999998;179.0;929183566.65;25804320000;2020-07-06 00:00:00.000;2020-07-06 23:59:59.000
4808;"VTBR";179.975;178.675;180.0;178.275;755561756.2;21095430000;2020-07-07 00:00:00.000;2020-07-07 23:59:59.000
4809;"VTBR";178.525;177.55;178.74999999999997;176.375;1014592964.55;28616380000;2020-07-08 00:00:00.000;2020-07-08 23:59:59.000
4810;"VTBR";178.2;175.875;178.2;175.00000000000003;901366630.05;25571990000;2020-07-09 00:00:00.000;2020-07-09 23:59:59.000
4811;"VTBR";174.7;176.175;176.275;174.3;754910362;21517570000;2020-07-10 00:00:00.000;2020-07-10 23:59:59.000
4812;"VTBR";176.8;175.00000000000003;176.97500000000002;174.775;765450568.4;21755330000;2020-07-13 00:00:00.000;2020-07-13 23:59:59.000
4813;"VTBR";175.05;174.57500000000002;175.275;170.9;1291781690.9;37320990000;2020-07-14 00:00:00.000;2020-07-14 23:59:59.000
4814;"VTBR";175.00000000000003;174.975;175.275;173.7;711928780.35;20380650000;2020-07-15 00:00:00.000;2020-07-15 23:59:59.000
4815;"VTBR";173.79999999999998;174.05;174.7;173.12500000000003;505393099.45;14545360000;2020-07-16 00:00:00.000;2020-07-16 23:59:59.000
4816;"VTBR";174.075;174.0;174.4;173.02499999999998;536432351.25;15442940000;2020-07-17 00:00:00.000;2020-07-17 23:59:59.000
4817;"VTBR";174.0;185.5;185.675;173.25;3887416342.8;107900140000;2020-07-20 00:00:00.000;2020-07-20 23:59:59.000
4818;"VTBR";185.75;190.35;193.6;185.75;5356322975.65;140523650000;2020-07-21 00:00:00.000;2020-07-21 23:59:59.000
4819;"VTBR";189.92499999999998;189.45;191.75;187.6;1909088797.15;50343730000;2020-07-22 00:00:00.000;2020-07-22 23:59:59.000
4820;"VTBR";190.725;187.325;191.025;185.79999999999998;1433513481.1;37908140000;2020-07-23 00:00:00.000;2020-07-23 23:59:59.000
4821;"VTBR";187.45000000000002;189.75;190.12500000000003;185.6;1112095431.7;29501100000;2020-07-24 00:00:00.000;2020-07-24 23:59:59.000
4822;"VTBR";190.5;196.05;197.5;190.22500000000002;3544192884.65;90604760000;2020-07-27 00:00:00.000;2020-07-27 23:59:59.000
4823;"VTBR";196.5;194.525;197.57500000000002;193.7;1255526768.3;32229060000;2020-07-28 00:00:00.000;2020-07-28 23:59:59.000
4824;"VTBR";194.1;196.2;196.475;192.49999999999997;1572952452.65;40381380000;2020-07-29 00:00:00.000;2020-07-29 23:59:59.000
4825;"VTBR";192.49999999999997;193.04999999999998;195.575;191.25;1746401394.65;45253480000;2020-07-30 00:00:00.000;2020-07-30 23:59:59.000
4826;"VTBR";192.20000000000002;193.77499999999998;194.49999999999997;192.20000000000002;1095743839.15;28315540000;2020-07-31 00:00:00.000;2020-07-31 23:59:59.000
4827;"VTBR";194.175;200.625;200.67499999999998;193.80000000000004;2640953027.55;66517620000;2020-08-03 00:00:00.000;2020-08-03 23:59:59.000
4828;"VTBR";201.0;201.92499999999998;203.52499999999995;199.24999999999997;1758379096;43705150000;2020-08-04 00:00:00.000;2020-08-04 23:59:59.000
4829;"VTBR";202.64999999999998;192.75;203.625;190.54999999999998;7253518468.7;187088610000;2020-08-05 00:00:00.000;2020-08-05 23:59:59.000
4830;"VTBR";192.79999999999998;189.15;193.9;187.14999999999998;3254746312.75;85657880000;2020-08-06 00:00:00.000;2020-08-06 23:59:59.000
4831;"VTBR";189.1;183.60000000000002;189.70000000000002;182.97500000000002;3715065787.1;100285270000;2020-08-07 00:00:00.000;2020-08-07 23:59:59.000
4832;"VTBR";183.50000000000003;183.775;185.25;182.55;1474899305.55;40059580000;2020-08-10 00:00:00.000;2020-08-10 23:59:59.000
4833;"VTBR";183.25;184.64999999999998;187.275;183.025;2193169529.7;59060670000;2020-08-11 00:00:00.000;2020-08-11 23:59:59.000
4834;"VTBR";185.85;188.39999999999998;188.5;184.675;1495584697.95;39962170000;2020-08-12 00:00:00.000;2020-08-12 23:59:59.000
4835;"VTBR";187.95;188.2;189.92499999999998;187.275;1303649694;34535440000;2020-08-13 00:00:00.000;2020-08-13 23:59:59.000
4836;"VTBR";188.9;188.6;189.225;186.375;943049561.6;25084530000;2020-08-14 00:00:00.000;2020-08-14 23:59:59.000
4837;"VTBR";189.25;188.04999999999998;190.5;186.85;1360532248.65;36069770000;2020-08-17 00:00:00.000;2020-08-17 23:59:59.000
4838;"VTBR";187.875;186.775;188.67499999999998;185.85;728402791.55;19458890000;2020-08-18 00:00:00.000;2020-08-18 23:59:59.000
4839;"VTBR";186.6;187.225;188.29999999999998;186.225;677661803.3;18066600000;2020-08-19 00:00:00.000;2020-08-19 23:59:59.000
4840;"VTBR";186.62499999999997;184.85000000000002;186.72500000000002;183.55;1074095806.65;29008710000;2020-08-20 00:00:00.000;2020-08-20 23:59:59.000
4841;"VTBR";185.05;181.8;185.5;180.37500000000003;1265693416.4;34656660000;2020-08-21 00:00:00.000;2020-08-21 23:59:59.000
4842;"VTBR";182.29999999999998;181.575;183.29999999999998;180.025;1491170718.6;41049570000;2020-08-24 00:00:00.000;2020-08-24 23:59:59.000
4843;"VTBR";181.6;179.25;182.29999999999998;178.25;1303985308.35;36272520000;2020-08-25 00:00:00.000;2020-08-25 23:59:59.000
4844;"VTBR";178.95000000000002;180.325;180.4;176.8;1138074254.8;31798930000;2020-08-26 00:00:00.000;2020-08-26 23:59:59.000
4845;"VTBR";180.25;180.45;181.85;179.75;808870492.25;22391500000;2020-08-27 00:00:00.000;2020-08-27 23:59:59.000
4846;"VTBR";180.775;179.75;181.375;179.0;543452277.15;15121180000;2020-08-28 00:00:00.000;2020-08-28 23:59:59.000
4847;"VTBR";180.3;176.87499999999997;180.975;175.275;1062231833.45;29831200000;2020-08-31 00:00:00.000;2020-08-31 23:59:59.000
4848;"VTBR";177.175;180.325;180.42499999999998;176.85;879727612.35;24617740000;2020-09-01 00:00:00.000;2020-09-01 23:59:59.000
4849;"VTBR";180.5;177.775;180.79999999999998;175.79999999999998;1069672816;29992580000;2020-09-02 00:00:00.000;2020-09-02 23:59:59.000
4850;"VTBR";177.67499999999998;175.4;178.1;174.625;1202169700.9;34146140000;2020-09-03 00:00:00.000;2020-09-03 23:59:59.000
4851;"VTBR";174.925;176.67499999999998;177.0;174.025;738517413.85;20974240000;2020-09-04 00:00:00.000;2020-09-04 23:59:59.000
4852;"VTBR";176.24999999999997;176.04999999999998;177.225;175.42499999999998;498809455.55;14155070000;2020-09-07 00:00:00.000;2020-09-07 23:59:59.000
4853;"VTBR";176.24999999999997;174.125;176.42499999999998;172.50000000000003;935808962.55;26895620000;2020-09-08 00:00:00.000;2020-09-08 23:59:59.000
4854;"VTBR";174.15;175.15;175.3;173.54999999999998;517167055.1;14808510000;2020-09-09 00:00:00.000;2020-09-09 23:59:59.000
4855;"VTBR";175.25;175.75;177.425;173.075;865210497.35;24680060000;2020-09-10 00:00:00.000;2020-09-10 23:59:59.000
4856;"VTBR";176.2;177.1;177.2;175.45000000000002;468069850.95;13257920000;2020-09-11 00:00:00.000;2020-09-11 23:59:59.000
4857;"VTBR";177.65;179.0;179.375;177.39999999999998;873907135.35;24480920000;2020-09-14 00:00:00.000;2020-09-14 23:59:59.000
4858;"VTBR";179.15;180.925;181.25;178.175;897742672.25;24933190000;2020-09-15 00:00:00.000;2020-09-15 23:59:59.000
4859;"VTBR";181.20000000000002;178.975;181.72500000000002;178.425;793501236.8;22062020000;2020-09-16 00:00:00.000;2020-09-16 23:59:59.000
4860;"VTBR";178.05;178.525;178.85000000000002;176.725;870344625.65;24480770000;2020-09-17 00:00:00.000;2020-09-17 23:59:59.000
4861;"VTBR";178.8;177.45000000000002;179.0;176.275;795133630.75;22396030000;2020-09-18 00:00:00.000;2020-09-18 23:59:59.000
4862;"VTBR";177.375;174.27499999999998;177.375;172.75;944957515.75;27058740000;2020-09-21 00:00:00.000;2020-09-21 23:59:59.000
4863;"VTBR";174.17499999999998;173.17499999999998;175.575;171.5;1766978836.55;51071170000;2020-09-22 00:00:00.000;2020-09-22 23:59:59.000
4864;"VTBR";173.0;171.77499999999998;174.37500000000003;171.5;946317060.65;27369640000;2020-09-23 00:00:00.000;2020-09-23 23:59:59.000
4865;"VTBR";170.7;171.375;173.0;170.1;1214334217.85;35481010000;2020-09-24 00:00:00.000;2020-09-24 23:59:59.000
4866;"VTBR";171.70000000000002;171.125;171.95;169.55;639802014.65;18763710000;2020-09-25 00:00:00.000;2020-09-25 23:59:59.000
4867;"VTBR";171.275;172.475;172.95000000000002;170.85;632715935.3;18386560000;2020-09-28 00:00:00.000;2020-09-28 23:59:59.000
4868;"VTBR";172.50000000000003;172.9;174.4;168.15;1152861540.2;33614040000;2020-09-29 00:00:00.000;2020-09-29 23:59:59.000
4869;"VTBR";172.725;172.375;173.75000000000003;171.35000000000002;670473188.45;19438520000;2020-09-30 00:00:00.000;2020-09-30 23:59:59.000
4870;"VTBR";173.22500000000002;171.25;173.525;170.75;482164010.8;14037380000;2020-10-01 00:00:00.000;2020-10-01 23:59:59.000
4871;"VTBR";168.7;169.17499999999998;169.5;167.54999999999998;665644179.05;19757220000;2020-10-02 00:00:00.000;2020-10-02 23:59:59.000
4872;"VTBR";169.75;168.75;169.9;168.0;499483503.15;14806130000;2020-10-05 00:00:00.000;2020-10-05 23:59:59.000
4873;"VTBR";168.725;168.95000000000002;170.325;168.47500000000002;482216104.45;14221960000;2020-10-06 00:00:00.000;2020-10-06 23:59:59.000
4874;"VTBR";168.99999999999997;167.02499999999998;169.75;165.95;795693241.3;23753780000;2020-10-07 00:00:00.000;2020-10-07 23:59:59.000
4875;"VTBR";167.0;166.975;167.525;165.275;618626122.65;18563020000;2020-10-08 00:00:00.000;2020-10-08 23:59:59.000
4876;"VTBR";167.375;166.025;167.375;165.025;463560004.75;13953360000;2020-10-09 00:00:00.000;2020-10-09 23:59:59.000
4877;"VTBR";165.97500000000002;166.15;167.7;165.575;444534795.55;13353250000;2020-10-12 00:00:00.000;2020-10-12 23:59:59.000
4878;"VTBR";165.9;165.2;166.9;164.575;403061683.7;12164670000;2020-10-13 00:00:00.000;2020-10-13 23:59:59.000
4879;"VTBR";164.82500000000002;166.125;166.475;164.025;425559690.55;12838710000;2020-10-14 00:00:00.000;2020-10-14 23:59:59.000
4880;"VTBR";165.6;163.275;165.92499999999998;162.025;819064901.65;25034160000;2020-10-15 00:00:00.000;2020-10-15 23:59:59.000
4881;"VTBR";162.99999999999997;160.1;163.375;160.025;643403969.2;19953610000;2020-10-16 00:00:00.000;2020-10-16 23:59:59.000
4882;"VTBR";160.60000000000002;158.62500000000003;161.475;158.125;679118589.25;21276610000;2020-10-19 00:00:00.000;2020-10-19 23:59:59.000
4883;"VTBR";159.0;169.45000000000002;169.9;157.5;3564651813.8;107520980000;2020-10-20 00:00:00.000;2020-10-20 23:59:59.000
4884;"VTBR";169.79999999999998;168.0;173.35;166.625;3130467467.45;91922600000;2020-10-21 00:00:00.000;2020-10-21 23:59:59.000
4885;"VTBR";167.0;173.2;173.9;166.25;2247237088.4;65648000000;2020-10-22 00:00:00.000;2020-10-22 23:59:59.000
4886;"VTBR";173.05;173.925;175.72500000000002;171.35000000000002;1360727445.2;39225860000;2020-10-23 00:00:00.000;2020-10-23 23:59:59.000
4887;"VTBR";173.625;170.575;173.64999999999998;169.42499999999998;916579869.15;26684250000;2020-10-26 00:00:00.000;2020-10-26 23:59:59.000
4888;"VTBR";170.8;167.175;172.125;167.0;802042622.55;23796420000;2020-10-27 00:00:00.000;2020-10-27 23:59:59.000
4889;"VTBR";167.175;161.12499999999997;167.175;161.0;1168649301.35;35777770000;2020-10-28 00:00:00.000;2020-10-28 23:59:59.000
4890;"VTBR";161.85000000000002;163.79999999999998;165.5;160.25;1278638819.2;39284930000;2020-10-29 00:00:00.000;2020-10-29 23:59:59.000
4891;"VTBR";162.37499999999997;163.325;166.1;161.1;995555086.9;30379460000;2020-10-30 00:00:00.000;2020-10-30 23:59:59.000
4892;"VTBR";163.15;164.325;164.575;160.49999999999997;802454874.8;24608640000;2020-11-02 00:00:00.000;2020-11-02 23:59:59.000
4893;"VTBR";165.0;164.77499999999998;166.475;163.52499999999998;1133009736.45;34418860000;2020-11-03 00:00:00.000;2020-11-03 23:59:59.000
4894;"VTBR";167.1;168.225;168.95000000000002;165.77499999999998;1353704999.15;40427060000;2020-11-05 00:00:00.000;2020-11-05 23:59:59.000
4895;"VTBR";167.85000000000002;168.025;168.625;166.0;787069073.25;23497920000;2020-11-06 00:00:00.000;2020-11-06 23:59:59.000
4896;"VTBR";169.5;171.95;173.1;168.125;2227259631.9;65190950000;2020-11-09 00:00:00.000;2020-11-09 23:59:59.000
4897;"VTBR";171.9;173.2;174.17499999999998;170.82500000000002;1254123821.9;36265150000;2020-11-10 00:00:00.000;2020-11-10 23:59:59.000
4898;"VTBR";173.54999999999998;170.7;176.1;170.6;2060325108.05;59201710000;2020-11-11 00:00:00.000;2020-11-11 23:59:59.000
4899;"VTBR";170.0;179.675;183.025;169.25;3855408444.6;108567640000;2020-11-12 00:00:00.000;2020-11-12 23:59:59.000
4900;"VTBR";179.64999999999998;183.0;185.25;178.725;3921926587.35;107156980000;2020-11-13 00:00:00.000;2020-11-13 23:59:59.000
4901;"VTBR";184.74999999999997;185.99999999999997;186.5;183.025;3223368638.7;87168040000;2020-11-16 00:00:00.000;2020-11-16 23:59:59.000
4902;"VTBR";185.95000000000002;181.00000000000003;186.225;179.5;2442726499.35;67093790000;2020-11-17 00:00:00.000;2020-11-17 23:59:59.000
4903;"VTBR";180.05;180.25;183.39999999999998;177.175;1556731630.65;42886420000;2020-11-18 00:00:00.000;2020-11-18 23:59:59.000
4904;"VTBR";180.25;180.5;181.325;178.45;979565962.05;27247570000;2020-11-19 00:00:00.000;2020-11-19 23:59:59.000
4905;"VTBR";180.5;182.725;184.22500000000002;180.25;1261359108.75;34485610000;2020-11-20 00:00:00.000;2020-11-20 23:59:59.000
4906;"VTBR";183.35;182.65;185.0;181.275;1166008128;31805190000;2020-11-23 00:00:00.000;2020-11-23 23:59:59.000
4907;"VTBR";183.475;184.675;184.975;182.175;1158534339.9;31575580000;2020-11-24 00:00:00.000;2020-11-24 23:59:59.000
4908;"VTBR";184.70000000000002;184.1;185.75;182.225;1897712850.3;51552500000;2020-11-25 00:00:00.000;2020-11-25 23:59:59.000
4909;"VTBR";184.32500000000002;185.0;187.20000000000002;183.0;2650035241.4;71428160000;2020-11-26 00:00:00.000;2020-11-26 23:59:59.000
4910;"VTBR";185.5;188.825;191.0;183.92499999999998;4167522501.85;110563390000;2020-11-27 00:00:00.000;2020-11-27 23:59:59.000
4911;"VTBR";188.525;186.05;189.25;185.025;1668342028.65;44631670000;2020-11-30 00:00:00.000;2020-11-30 23:59:59.000
4912;"VTBR";186.925;188.5;189.125;186.35;1122499838.35;29865660000;2020-12-01 00:00:00.000;2020-12-01 23:59:59.000
4913;"VTBR";187.75;189.85;190.25;187.35000000000002;1257862463.95;33249460000;2020-12-02 00:00:00.000;2020-12-02 23:59:59.000
4914;"VTBR";189.95000000000002;188.77499999999998;192.15000000000003;186.7;1756556529.2;46394130000;2020-12-03 00:00:00.000;2020-12-03 23:59:59.000
4915;"VTBR";189.2;189.175;190.5;188.5;1515158375.7;39952560000;2020-12-04 00:00:00.000;2020-12-04 23:59:59.000
4916;"VTBR";189.0;187.45000000000002;189.92499999999998;187.225;976865269.35;25906660000;2020-12-07 00:00:00.000;2020-12-07 23:59:59.000
4917;"VTBR";187.42499999999998;187.4;189.0;185.25;981436821.65;26201790000;2020-12-08 00:00:00.000;2020-12-08 23:59:59.000
4918;"VTBR";187.65;186.6;189.70000000000002;186.25;1176712936.6;31229180000;2020-12-09 00:00:00.000;2020-12-09 23:59:59.000
4919;"VTBR";187.125;190.15;190.7;186.15;1810475469.6;47836870000;2020-12-10 00:00:00.000;2020-12-10 23:59:59.000
4920;"VTBR";190.375;189.725;191.14999999999998;188.5;1357450556.35;35754990000;2020-12-11 00:00:00.000;2020-12-11 23:59:59.000
4921;"VTBR";190.75000000000006;189.15;193.475;187.5;2440398742;63805610000;2020-12-14 00:00:00.000;2020-12-14 23:59:59.000
4922;"VTBR";188.525;188.825;190.2;188.04999999999998;1485229388.75;39280020000;2020-12-15 00:00:00.000;2020-12-15 23:59:59.000
4923;"VTBR";189.125;191.57500000000002;192.49999999999997;188.5;2466347963.6;64512440000;2020-12-16 00:00:00.000;2020-12-16 23:59:59.000
4924;"VTBR";191.75;191.75;194.70000000000002;190.02499999999998;1863205630.85;48357600000;2020-12-17 00:00:00.000;2020-12-17 23:59:59.000
4925;"VTBR";190.75000000000006;190.75000000000006;191.82500000000002;189.125;1131062740.1;29665660000;2020-12-18 00:00:00.000;2020-12-18 23:59:59.000
4926;"VTBR";189.8;185.89999999999998;190.22500000000002;182.575;2176322548.35;58560480000;2020-12-21 00:00:00.000;2020-12-21 23:59:59.000
4927;"VTBR";184.5;186.025;187.7;183.775;1036881843.65;27838570000;2020-12-22 00:00:00.000;2020-12-22 23:59:59.000
4928;"VTBR";186.47500000000002;189.725;190.725;185.775;1254625383.3;33251380000;2020-12-23 00:00:00.000;2020-12-23 23:59:59.000
4929;"VTBR";190.75000000000006;189.15;191.35;188.35000000000002;676633066.3;17867390000;2020-12-24 00:00:00.000;2020-12-24 23:59:59.000
4930;"VTBR";189.2;189.75;190.375;189.0;375853818.6;9899430000;2020-12-25 00:00:00.000;2020-12-25 23:59:59.000
4931;"VTBR";191.5;190.05;191.57500000000002;189.50000000000003;702235817.5;18439690000;2020-12-28 00:00:00.000;2020-12-28 23:59:59.000
4932;"VTBR";190.9;188.77499999999998;191.1;187.325;630545923.85;16673280000;2020-12-29 00:00:00.000;2020-12-29 23:59:59.000
4933;"VTBR";189.45;189.475;190.9;187.5;673135445.6;17776870000;2020-12-30 00:00:00.000;2020-12-30 23:59:59.000
4934;"VTBR";190.5;189.625;192.6;189.0;914549701.85;23944330000;2021-01-04 00:00:00.000;2021-01-04 23:59:59.000
4935;"VTBR";189.625;192.225;193.0;189.275;1102082784.3;28792370000;2021-01-05 00:00:00.000;2021-01-05 23:59:59.000
4936;"VTBR";192.9;191.17499999999998;192.975;190.25;976682533.55;25475760000;2021-01-06 00:00:00.000;2021-01-06 23:59:59.000
4937;"VTBR";192.57500000000002;194.70000000000002;195.475;192.225;1539974457;39651860000;2021-01-08 00:00:00.000;2021-01-08 23:59:59.000
4938;"VTBR";193.725;199.45000000000002;200.25000000000006;192.05;2378880447.55;60323050000;2021-01-11 00:00:00.000;2021-01-11 23:59:59.000
4939;"VTBR";200.225;200.875;202.75;198.75;2009167582.8;50005080000;2021-01-12 00:00:00.000;2021-01-12 23:59:59.000
4940;"VTBR";201.0;198.675;202.29999999999998;197.54999999999998;1482782022.3;37111550000;2021-01-13 00:00:00.000;2021-01-13 23:59:59.000
4941;"VTBR";198.94999999999996;199.375;200.49999999999997;196.3;1058014682.9;26622860000;2021-01-14 00:00:00.000;2021-01-14 23:59:59.000
4942;"VTBR";198.675;197.79999999999998;207.2;196.0;3412889454.75;84249390000;2021-01-15 00:00:00.000;2021-01-15 23:59:59.000
4943;"VTBR";196.875;195.8;197.20000000000005;193.77499999999998;1531602690.3;39201640000;2021-01-18 00:00:00.000;2021-01-18 23:59:59.000
4944;"VTBR";197.35;193.225;197.37499999999997;192.75;1318168459.75;33876040000;2021-01-19 00:00:00.000;2021-01-19 23:59:59.000
4945;"VTBR";193.4;193.95;194.55;193.0;961073181.2;24794300000;2021-01-20 00:00:00.000;2021-01-20 23:59:59.000
4946;"VTBR";194.9;189.35;194.95;188.95;1448843543.05;37890030000;2021-01-21 00:00:00.000;2021-01-21 23:59:59.000
4947;"VTBR";188.25000000000003;186.85;188.70000000000002;185.4;1250229937.85;33448360000;2021-01-22 00:00:00.000;2021-01-22 23:59:59.000
4948;"VTBR";188.0;188.6;189.50000000000003;187.025;974142948.3;25857840000;2021-01-25 00:00:00.000;2021-01-25 23:59:59.000
4949;"VTBR";187.75;188.6;189.125;186.75;698280481.65;18564990000;2021-01-26 00:00:00.000;2021-01-26 23:59:59.000
4950;"VTBR";189.0;185.32500000000002;189.425;185.1;919874911;24568050000;2021-01-27 00:00:00.000;2021-01-27 23:59:59.000
4951;"VTBR";185.0;185.45;186.6;182.0;1257202565.45;34129890000;2021-01-28 00:00:00.000;2021-01-28 23:59:59.000
4952;"VTBR";184.675;183.175;184.775;182.75;817805630.7;22255430000;2021-01-29 00:00:00.000;2021-01-29 23:59:59.000
4953;"VTBR";184.0;184.725;185.725;183.175;770417822.15;20879260000;2021-02-01 00:00:00.000;2021-02-01 23:59:59.000
4954;"VTBR";185.5;184.725;187.65;184.25;1041117519.75;27939660000;2021-02-02 00:00:00.000;2021-02-02 23:59:59.000
4955;"VTBR";185.7;185.0;186.875;183.75;837304980;22615290000;2021-02-03 00:00:00.000;2021-02-03 23:59:59.000
4956;"VTBR";184.6;186.89999999999998;187.0;184.6;686291993.65;18429970000;2021-02-04 00:00:00.000;2021-02-04 23:59:59.000
4957;"VTBR";187.275;189.425;190.375;186.57500000000002;1125067185.6;29792610000;2021-02-05 00:00:00.000;2021-02-05 23:59:59.000
4958;"VTBR";190.1;191.425;191.7;190.1;767367746.75;20104930000;2021-02-08 00:00:00.000;2021-02-08 23:59:59.000
4959;"VTBR";191.99999999999997;189.025;192.125;187.95;954871787.6;25175230000;2021-02-09 00:00:00.000;2021-02-09 23:59:59.000
4960;"VTBR";189.25;186.85;190.35;186.4;634835427.2;16866700000;2021-02-10 00:00:00.000;2021-02-10 23:59:59.000
4961;"VTBR";187.0;187.35000000000002;188.65;186.17499999999998;458692068.5;12237700000;2021-02-11 00:00:00.000;2021-02-11 23:59:59.000
4962;"VTBR";186.57500000000002;188.425;188.45000000000002;184.725;750798193.1;20143020000;2021-02-12 00:00:00.000;2021-02-12 23:59:59.000
4963;"VTBR";189.2;190.4;190.725;188.75;812603874.75;21421400000;2021-02-15 00:00:00.000;2021-02-15 23:59:59.000
4964;"VTBR";190.75000000000006;189.45;191.125;188.5;595782198.05;15731190000;2021-02-16 00:00:00.000;2021-02-16 23:59:59.000
4965;"VTBR";189.275;188.39999999999998;191.5;186.89999999999998;886071011.6;23409080000;2021-02-17 00:00:00.000;2021-02-17 23:59:59.000
4966;"VTBR";188.67499999999998;184.70000000000002;188.67499999999998;183.775;956090032.4;25715150000;2021-02-18 00:00:00.000;2021-02-18 23:59:59.000
4967;"VTBR";184.02499999999998;186.89999999999998;187.325;183.575;767723151.1;20674660000;2021-02-19 00:00:00.000;2021-02-19 23:59:59.000
4968;"VTBR";186.45;186.55;186.89999999999998;185.75;115458940.1;3098180000;2021-02-20 00:00:00.000;2021-02-20 23:59:59.000
4969;"VTBR";187.325;186.75;188.125;184.85000000000002;385149085;10337580000;2021-02-22 00:00:00.000;2021-02-22 23:59:59.000
4970;"VTBR";185.99999999999997;187.4;187.9;185.54999999999998;620352413.25;16615080000;2021-02-24 00:00:00.000;2021-02-24 23:59:59.000
4971;"VTBR";187.75;187.075;190.5;186.62499999999997;1379203784.1;36458160000;2021-02-25 00:00:00.000;2021-02-25 23:59:59.000
4972;"VTBR";186.4;185.37499999999997;188.6;184.8;1250288399.65;33570090000;2021-02-26 00:00:00.000;2021-02-26 23:59:59.000
