"id";"secid";"open";"close";"high";"low";"value";"volume";"dt";"dt_end"
33;"SBER";250.03;250.15;252.17;249.13;7704063757.8;30717360;2020-02-20 00:00:00.000;2020-02-20 23:59:59.000
34;"SBER";248.35;250.8;251.49;247.24;6926329901.6;27762930;2020-02-21 00:00:00.000;2020-02-21 23:59:59.000
35;"SBER";247.98;245.19;249.0;245.17;10141332087.8;41055780;2020-02-25 00:00:00.000;2020-02-25 23:59:59.000
36;"SBER";244.75;250.8;251.21;243.22;16724373957.7;67757850;2020-02-26 00:00:00.000;2020-02-26 23:59:59.000
37;"SBER";247.5;242.88;248.98;242.0;14287528242.1;58240400;2020-02-27 00:00:00.000;2020-02-27 23:59:59.000
38;"SBER";235.0;233.36;239.0;231.0;29250123419.3;124633310;2020-02-28 00:00:00.000;2020-02-28 23:59:59.000
39;"SBER";238.93;228.17;241.0;218.86;23615359168.5;101986040;2020-03-02 00:00:00.000;2020-03-02 23:59:59.000
40;"SBER";233.0;236.63;239.0;232.28;19695761022.1;83653950;2020-03-03 00:00:00.000;2020-03-03 23:59:59.000
41;"SBER";234.13;235.27;236.7;232.62;12738292785.5;54274670;2020-03-04 00:00:00.000;2020-03-04 23:59:59.000
42;"SBER";237.0;232.33;238.72;230.64;13359836777.1;57083760;2020-03-05 00:00:00.000;2020-03-05 23:59:59.000
43;"SBER";228.0;219.99;229.2;216.67;23122055667.7;104446900;2020-03-06 00:00:00.000;2020-03-06 23:59:59.000
44;"SBER";197.99;201.2;212.74;184.86;49385427971.3;244541800;2020-03-10 00:00:00.000;2020-03-10 23:59:59.000
45;"SBER";202.0;194.53;204.33;192.05;27368963511.9;138304030;2020-03-11 00:00:00.000;2020-03-11 23:59:59.000
46;"SBER";185.15;175.91;187.87;173.14;35646674940.5;197972880;2020-03-12 00:00:00.000;2020-03-12 23:59:59.000
47;"SBER";175.0;198.6;199.52;174.3;50434232135;263038280;2020-03-13 00:00:00.000;2020-03-13 23:59:59.000
48;"SBER";194.0;195.85;196.7;186.0;33462089397.7;174273600;2020-03-16 00:00:00.000;2020-03-16 23:59:59.000
49;"SBER";195.0;184.01;204.78;183.8;35134438033.5;184148390;2020-03-17 00:00:00.000;2020-03-17 23:59:59.000
50;"SBER";179.0;174.27;182.2;172.15;27438382586;155008180;2020-03-18 00:00:00.000;2020-03-18 23:59:59.000
51;"SBER";178.5;189.51;190.15;173.06;34507099921;187427700;2020-03-19 00:00:00.000;2020-03-19 23:59:59.000
52;"SBER";198.62;195.69;201.86;192.05;33640155970.2;170582970;2020-03-20 00:00:00.000;2020-03-20 23:59:59.000
53;"SBER";188.0;183.37;190.99;182.1;29394019795.5;157891450;2020-03-23 00:00:00.000;2020-03-23 23:59:59.000
54;"SBER";193.3;192.64;195.0;189.1;20144255967.3;104881990;2020-03-24 00:00:00.000;2020-03-24 23:59:59.000
55;"SBER";196.38;188.08;201.0;182.32;36047953308.7;187978350;2020-03-25 00:00:00.000;2020-03-25 23:59:59.000
56;"SBER";187.69;188.07;191.2;182.8;20794391118.5;111602370;2020-03-26 00:00:00.000;2020-03-26 23:59:59.000
57;"SBER";188.05;180.38;188.97;180.17;20992083168.9;114277750;2020-03-27 00:00:00.000;2020-03-27 23:59:59.000
58;"SBER";177.0;183.0;183.2;174.9;16984102870.2;94334680;2020-03-30 00:00:00.000;2020-03-30 23:59:59.000
59;"SBER";186.0;187.21;188.77;184.25;21273110563.50001;114026920;2020-03-31 00:00:00.000;2020-03-31 20:30:07.000
60;"SBER";183.2;184.78;185.47;182.0;14152323782.7;76826820;2020-04-01 00:00:00.000;2020-04-01 23:59:59.000
61;"SBER";188.3;186.95;189.9;182.0;23370357267.7;125636360;2020-04-02 00:00:00.000;2020-04-02 23:59:59.000
62;"SBER";186.6;185.64;187.49;184.28;17235065518.9;92860290;2020-04-03 00:00:00.000;2020-04-03 23:59:59.000
